uuid,pure_id,doi,journal_issn,pub_yr_first,unl_status_pure,openalex_oa_status,openalex_doaj_status,openalex_license,doaj_start,doaj_apc,doaj_journal,unl_status_new,oa_colour_new
443897c3-a02e-442d-8d18-ee3e03ebb0ff,213783086,10.1097/JFN.0000000000000424,1919-3693,2023,,closed,False,,,,,,
